Time	yVcScHv_BatteryVoltage_DOC	yVcScHv_DcLinkVoltage_DOC	yVcScHv_IsolationResistance_DOC	yVcScHv_CrashSignal_DOC	yVcScHv_DriveEnable_DOC	yVcScHv_ChargeEnable_DOC	yVcScHv_ContactorFeedback_DOC	yVcScHv_PrechargeFeedback_DOC	yVcScHv_Command_DOC	DVcScHv_InvalidChannels_D	yVcScHv_ElapsedPrecharge_DOC	yVcScHv_PrechargeRequest_DOC	yVcScHv_MainRequest_DOC
3.98	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
3.99	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.0	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.01	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.02	400	395	0	0	1	0	1	1	3	1	0	0	0
4.03	400	395	0	0	1	0	1	1	3	1	0	0	0
4.04	400	395	0	0	1	0	1	1	3	1	0	0	0
4.05	400	395	0	0	1	0	1	1	3	1	0	0	0
4.06	400	395	0	0	1	0	1	1	3	1	0	0	0
4.07	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.08	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.09	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.1	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.11	0	0	0	1	0	0	0	0	0	8	0	0	0
4.12	0	0	0	1	0	0	0	0	0	8	0	0	0
4.13	0	0	0	1	0	0	0	0	0	8	0	0	0
4.14	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.15	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.16	400	395	500000	0	1	0	1	1	1	0	0	1	0
4.17	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.18	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.19	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.2	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.21	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.22	400	395	0	0	1	0	1	1	3	1	0	0	0
4.23	400	395	0	0	1	0	1	1	3	1	0	0	0
4.24	400	395	0	0	1	0	1	1	3	1	0	0	0
4.25	400	395	0	0	1	0	1	1	3	1	0	0	0
4.26	400	395	0	0	1	0	1	1	3	1	0	0	0
4.27	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.28	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.29	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.3	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.31	0	0	0	1	0	0	0	0	0	8	0	0	0
4.32	0	0	0	1	0	0	0	0	0	8	0	0	0
4.33	0	0	0	1	0	0	0	0	0	8	0	0	0
4.34	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.35	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.36	400	395	500000	0	1	0	1	1	1	0	0	1	0
4.37	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.38	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.39	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.4	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.41	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.42	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.43	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.44	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.45	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.46	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.47	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.48	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.49	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.5	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.51	0	0	0	1	0	0	0	0	0	8	0	0	0
4.52	0	0	0	1	0	0	0	0	0	8	0	0	0
4.53	0	0	0	1	0	0	0	0	0	8	0	0	0
4.54	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.55	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.56	400	395	500000	0	1	0	1	1	1	0	0	1	0
4.57	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.58	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.59	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.6	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.61	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.62	400	395	500000	1	1	0	1	1	3	0	0	0	0
4.63	400	395	500000	1	1	0	1	1	3	0	0	0	0
4.64	400	395	500000	1	1	0	1	1	3	0	0	0	0
4.65	400	395	500000	1	1	0	1	1	3	0	0	0	0
4.66	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.67	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.68	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.69	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.7	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.71	0	0	0	1	0	0	0	0	0	8	0	0	0
4.72	0	0	0	1	0	0	0	0	0	8	0	0	0
4.73	0	0	0	1	0	0	0	0	0	8	0	0	0
4.74	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.75	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.76	400	395	500000	0	1	0	1	1	1	0	0	1	0
4.77	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.78	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.79	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.8	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.81	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.82	400	395	500000	1	1	0	1	1	3	1	0	0	0
4.83	400	395	500000	1	1	0	1	1	3	1	0	0	0
4.84	400	395	500000	1	1	0	1	1	3	1	0	0	0
4.85	400	395	500000	1	1	0	1	1	3	1	0	0	0
4.86	400	395	500000	1	1	0	1	1	3	1	0	0	0
4.87	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.88	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.89	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.9	400	395	500000	0	1	0	1	1	3	0	0	0	0
4.91	0	0	0	1	0	0	0	0	0	8	0	0	0
4.92	0	0	0	1	0	0	0	0	0	8	0	0	0
4.93	0	0	0	1	0	0	0	0	0	8	0	0	0
4.94	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.95	400	395	500000	0	0	0	1	1	0	0	0	0	0
4.96	400	395	500000	0	1	0	1	1	1	0	0	1	0
4.97	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.98	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
4.99	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.0	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.01	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.02	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.03	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.04	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.05	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.06	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.07	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.08	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.09	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.1	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.11	0	0	0	1	0	0	0	0	0	8	0	0	0
5.12	0	0	0	1	0	0	0	0	0	8	0	0	0
5.13	0	0	0	1	0	0	0	0	0	8	0	0	0
5.14	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.15	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.16	400	395	500000	0	1	0	1	1	1	0	0	1	0
5.17	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.18	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.19	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.2	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.21	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.22	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.23	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.24	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.25	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.26	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.27	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.28	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.29	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.3	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.31	0	0	0	1	0	0	0	0	0	8	0	0	0
5.32	0	0	0	1	0	0	0	0	0	8	0	0	0
5.33	0	0	0	1	0	0	0	0	0	8	0	0	0
5.34	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.35	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.36	400	395	500000	0	1	0	1	1	1	0	0	1	0
5.37	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.38	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.39	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.4	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.41	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.42	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.43	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.44	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.45	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.46	400	395	500000	1	1	0	1	1	3	1	0	0	0
5.47	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.48	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.49	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.5	400	395	500000	0	1	0	1	1	3	0	0	0	0
5.51	0	0	0	1	0	0	0	0	0	8	0	0	0
5.52	0	0	0	1	0	0	0	0	0	8	0	0	0
5.53	0	0	0	1	0	0	0	0	0	8	0	0	0
5.54	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.55	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.56	400	395	500000	0	1	0	1	1	1	0	0	1	0
5.57	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.58	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.59	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.6	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.61	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.62	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.63	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.64	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.65	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.66	400	395	500000	0	1	0	1	1	1	0	0	1	0
5.67	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.68	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.69	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.7	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.71	0	0	0	1	0	0	0	0	0	8	0	0	0
5.72	0	0	0	1	0	0	0	0	0	8	0	0	0
5.73	0	0	0	1	0	0	0	0	0	8	0	0	0
5.74	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.75	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.76	400	395	500000	0	1	0	1	1	1	0	0	1	0
5.77	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.78	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.79	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.8	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.81	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.82	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.83	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.84	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.85	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.86	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.87	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.88	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.89	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.9	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.91	0	0	0	1	0	0	0	0	0	8	0	0	0
5.92	0	0	0	1	0	0	0	0	0	8	0	0	0
5.93	0	0	0	1	0	0	0	0	0	8	0	0	0
5.94	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.95	400	395	500000	0	0	0	1	1	0	0	0	0	0
5.96	400	395	500000	0	1	0	1	1	1	0	0	1	0
5.97	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.98	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
5.99	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.0	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.01	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.02	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.03	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.04	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.05	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.06	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.07	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.08	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.09	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.1	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.11	0	0	0	1	0	0	0	0	0	8	0	0	0
6.12	0	0	0	1	0	0	0	0	0	8	0	0	0
6.13	0	0	0	1	0	0	0	0	0	8	0	0	0
6.14	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.15	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.16	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.17	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.18	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.19	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.2	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.21	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.22	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.23	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.24	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.25	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.26	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.27	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.28	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.29	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.3	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.31	0	0	0	1	0	0	0	0	0	8	0	0	0
6.32	0	0	0	1	0	0	0	0	0	8	0	0	0
6.33	0	0	0	1	0	0	0	0	0	8	0	0	0
6.34	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.35	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.36	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.37	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.38	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.39	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.4	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.41	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.42	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.43	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.44	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.45	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.46	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.47	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.48	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.49	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.5	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.51	0	0	0	1	0	0	0	0	0	8	0	0	0
6.52	0	0	0	1	0	0	0	0	0	8	0	0	0
6.53	0	0	0	1	0	0	0	0	0	8	0	0	0
6.54	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.55	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.56	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.57	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.58	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.59	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.6	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.61	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.62	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.63	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.64	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.65	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.66	400	395	500000	0	0	0	1	1	0	1	0	0	0
6.67	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.68	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.69	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.7	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.71	0	0	0	1	0	0	0	0	0	8	0	0	0
6.72	0	0	0	1	0	0	0	0	0	8	0	0	0
6.73	0	0	0	1	0	0	0	0	0	8	0	0	0
6.74	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.75	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.76	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.77	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.78	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.79	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.8	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.81	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.82	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.83	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.84	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.85	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.86	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.87	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.88	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.89	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.9	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.91	0	0	0	1	0	0	0	0	0	8	0	0	0
6.92	0	0	0	1	0	0	0	0	0	8	0	0	0
6.93	0	0	0	1	0	0	0	0	0	8	0	0	0
6.94	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.95	400	395	500000	0	0	0	1	1	0	0	0	0	0
6.96	400	395	500000	0	1	0	1	1	1	0	0	1	0
6.97	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.98	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
6.99	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.0	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.01	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.02	400	395	500000	0	1	1	1	1	2	0	0.009999999776482582	0	1
7.03	400	395	500000	0	1	1	1	1	2	0	0.009999999776482582	0	1
7.04	400	395	500000	0	1	1	1	1	2	0	0.009999999776482582	0	1
7.05	400	395	500000	0	1	1	1	1	2	0	0.009999999776482582	0	1
7.06	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.07	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.08	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.09	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.1	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.11	0	0	0	1	0	0	0	0	0	8	0	0	0
7.12	0	0	0	1	0	0	0	0	0	8	0	0	0
7.13	0	0	0	1	0	0	0	0	0	8	0	0	0
7.14	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.15	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.16	400	395	500000	0	1	0	1	1	1	0	0	1	0
7.17	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.18	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.19	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.2	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.21	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.22	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.23	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.24	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.25	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.26	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.27	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.28	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.29	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.3	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.31	0	0	0	1	0	0	0	0	0	8	0	0	0
7.32	0	0	0	1	0	0	0	0	0	8	0	0	0
7.33	0	0	0	1	0	0	0	0	0	8	0	0	0
7.34	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.35	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.36	400	395	500000	0	1	0	1	1	1	0	0	1	0
7.37	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.38	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.39	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.4	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.41	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.42	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.43	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.44	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.45	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.46	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.47	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.48	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.49	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.5	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.51	0	0	0	1	0	0	0	0	0	8	0	0	0
7.52	0	0	0	1	0	0	0	0	0	8	0	0	0
7.53	0	0	0	1	0	0	0	0	0	8	0	0	0
7.54	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.55	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.56	400	395	500000	0	1	0	1	1	1	0	0	1	0
7.57	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.58	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.59	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.6	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.61	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.62	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.63	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.64	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.65	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.66	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.67	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.68	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.69	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.7	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.71	0	0	0	1	0	0	0	0	0	8	0	0	0
7.72	0	0	0	1	0	0	0	0	0	8	0	0	0
7.73	0	0	0	1	0	0	0	0	0	8	0	0	0
7.74	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.75	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.76	400	395	500000	0	1	0	1	1	1	0	0	1	0
7.77	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.78	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.79	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.8	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.81	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.82	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.83	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.84	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.85	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.86	400	395	500000	0	1	0	1	1	3	1	0	0	0
7.87	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.88	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.89	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.9	400	395	500000	0	1	0	1	1	3	0	0	0	0
7.91	0	0	0	1	0	0	0	0	0	8	0	0	0
7.92	0	0	0	1	0	0	0	0	0	8	0	0	0
7.93	0	0	0	1	0	0	0	0	0	8	0	0	0
7.94	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.95	400	395	500000	0	0	0	1	1	0	0	0	0	0
7.96	400	395	500000	0	1	0	1	1	1	0	0	1	0
7.97	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.98	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
7.99	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.0	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.01	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
